id,race,age,sex,marital,satjob,hapmar,life,postlife,educ,degree,paeduc,maeduc,speduc,income,health,hompop,agewed,sibs,paeindex,educindx,maeindex
1238,1,71,2,2,1,NA,2,1,6,0,4,4,NA,3,4,1,18,7,1,1,1
1239,1,24,1,1,1,1,1,1,12,1,10,NA,12,13,1,2,20,1,1,2,NA
1240,1,77,2,2,2,NA,1,1,13,1,0,4,NA,4,2,1,20,5,NA,2,1
1241,1,24,1,1,2,1,2,1,12,1,10,9,12,12,2,2,18,9,1,2,1
1242,1,38,1,1,2,1,1,1,10,0,12,NA,12,15,2,5,21,3,2,1,NA
1243,1,82,2,1,1,2,3,1,8,0,0,0,3,5,4,2,17,9,NA,1,NA
1244,1,78,2,1,2,2,2,1,8,0,4,4,8,4,3,2,16,12,1,1,1
1245,2,56,2,1,4,2,2,1,17,4,6,12,17,16,2,2,18,1,1,2,2
1246,2,84,2,2,1,NA,1,1,2,0,0,0,NA,3,4,1,16,8,NA,1,NA
1247,2,55,2,2,2,NA,1,1,12,1,4,10,NA,9,1,1,19,5,1,2,1
1248,2,51,2,1,1,1,2,NA,16,3,8,10,17,15,2,2,20,5,1,2,1
1249,2,28,2,2,1,NA,1,2,10,0,NA,9,NA,7,3,4,18,7,NA,1,1
1250,2,29,2,5,1,NA,1,2,13,1,NA,9,NA,5,3,3,NA,6,NA,2,1
1251,1,32,2,1,1,1,1,1,12,1,NA,12,12,15,1,4,21,5,NA,2,2
1252,1,49,1,1,1,1,1,1,12,1,6,6,9,11,1,4,30,7,1,2,1
1253,1,81,2,2,1,NA,2,1,7,0,2,3,NA,2,4,1,14,11,1,1,1
1254,1,24,1,1,1,2,2,2,12,1,7,6,11,10,2,3,23,7,1,2,1
1255,1,23,2,1,1,1,1,1,10,0,9,10,12,6,2,3,17,5,1,1,1
1256,1,27,2,3,2,NA,1,NA,10,0,3,7,NA,7,2,1,NA,11,1,1,1
1257,1,28,2,1,2,2,2,1,10,0,6,6,12,6,3,3,15,7,1,1,1
1258,1,20,1,1,NA,1,1,2,8,0,12,10,10,7,1,2,19,3,2,1,1
1259,1,19,1,5,2,NA,2,1,12,1,8,12,NA,13,2,5,NA,8,1,2,2
1260,2,69,1,1,NA,2,1,1,4,0,1,5,7,10,3,2,22,11,1,1,1
1261,1,31,2,1,1,1,2,2,10,0,14,12,12,14,1,4,18,1,2,1,2
1262,2,51,2,2,1,NA,1,1,11,0,7,9,NA,13,2,2,22,7,1,1,1
1263,1,23,2,5,2,NA,1,1,15,1,16,16,NA,2,1,2,NA,2,2,2,2
1264,2,35,2,2,4,NA,3,2,13,1,9,10,NA,12,2,4,16,2,1,2,1
1265,2,49,1,1,2,2,1,1,6,0,NA,7,4,5,4,2,23,10,NA,1,1
1266,2,51,2,2,4,NA,1,1,7,0,NA,4,NA,3,3,3,26,4,NA,1,1
1267,2,30,2,1,1,1,1,1,16,3,12,12,15,15,2,3,26,11,2,2,2
1268,2,20,2,5,1,NA,1,1,12,1,12,12,NA,NA,3,6,NA,11,2,2,2
1269,2,68,1,1,1,1,1,1,1,0,NA,NA,4,7,3,3,19,10,NA,1,NA
1270,1,50,2,1,1,1,1,1,12,1,3,4,14,16,1,3,20,9,1,2,1
1271,1,42,1,1,2,2,1,1,12,1,10,12,12,9,2,5,24,9,1,2,2
1272,1,36,2,1,2,2,2,1,16,3,12,12,15,15,2,4,21,1,2,2,2
1273,1,21,2,1,1,1,1,1,15,1,17,12,15,9,2,2,20,3,2,2,2
1274,1,35,1,1,4,1,1,1,18,4,NA,16,18,17,2,2,27,0,NA,2,2
1275,2,47,2,1,2,3,1,1,14,1,NA,11,12,14,2,3,18,3,NA,2,1
1276,2,26,2,1,1,2,1,1,13,1,NA,11,12,13,2,4,19,0,NA,2,1
1277,1,35,1,1,1,1,2,1,15,1,11,12,12,6,1,6,30,7,1,2,2
1278,2,22,2,1,2,1,2,2,12,1,NA,10,12,13,2,3,19,7,NA,2,1
1279,2,32,2,5,2,NA,2,1,11,0,2,8,NA,5,3,3,NA,10,1,1,1
1280,2,43,1,1,1,2,2,1,9,0,0,0,9,6,1,3,35,13,NA,1,NA
1281,2,32,1,1,4,1,1,2,7,0,NA,8,11,8,1,7,21,2,NA,1,1
1282,NA,22,1,1,3,1,1,1,14,2,12,NA,13,8,1,4,16,2,2,2,NA
1283,1,48,2,3,1,NA,1,1,11,0,NA,6,NA,12,4,6,17,1,NA,1,1
1284,2,36,2,1,2,3,2,NA,10,1,NA,3,14,13,2,6,16,4,NA,1,1
1285,2,28,2,1,1,2,2,1,12,1,NA,8,12,11,2,2,21,7,NA,2,1
1286,1,39,1,1,1,1,1,1,12,1,6,NA,12,12,1,3,21,5,1,2,NA
1287,2,23,2,1,1,1,1,2,14,1,12,12,14,10,2,3,20,4,2,2,2
1288,1,24,1,1,2,1,1,1,12,1,6,8,11,8,1,2,23,5,1,2,1
1289,2,27,1,1,1,2,1,NA,12,1,8,8,12,9,1,4,24,5,1,2,1
1290,2,25,1,1,2,1,1,1,12,1,12,12,12,9,3,5,19,3,2,2,2
1291,2,31,1,1,1,1,2,1,12,1,NA,14,13,13,1,7,23,0,NA,2,2
1292,1,31,1,1,3,2,2,1,12,1,8,0,9,11,1,6,20,2,1,2,NA
1293,1,44,2,1,1,2,2,2,13,1,8,11,12,16,2,2,20,2,1,2,1
1294,1,41,1,1,1,1,2,1,12,1,NA,12,12,11,1,4,17,2,NA,2,2
1295,1,42,1,1,1,1,1,1,10,0,8,7,12,16,1,3,21,8,1,1,1
1296,1,27,2,1,1,1,1,1,12,1,13,13,12,NA,1,2,25,3,2,2,2
1297,1,69,1,1,NA,1,1,1,16,3,9,9,10,9,1,2,22,4,1,2,1
1298,1,43,1,1,1,2,2,2,16,3,8,12,14,16,4,4,25,5,1,2,2
1299,1,43,2,1,1,1,1,1,18,4,12,12,16,16,2,3,23,3,2,2,2
1300,1,81,2,2,1,NA,2,2,12,1,5,5,NA,NA,2,1,19,6,1,2,1
1301,1,32,2,1,2,1,2,2,12,1,8,12,11,10,1,5,19,1,1,2,2
1302,1,38,1,1,1,1,2,2,17,3,7,9,17,13,3,3,25,4,1,2,1
1303,1,63,2,4,2,NA,2,2,3,0,NA,NA,NA,NA,2,2,20,7,NA,1,NA
1304,1,49,1,1,2,2,2,2,10,1,12,NA,12,14,3,5,19,1,2,1,NA
1305,1,31,1,1,1,1,1,1,12,1,12,12,15,13,1,4,17,2,2,2,2
1306,1,38,2,3,1,NA,1,2,14,2,15,14,NA,8,1,3,20,1,2,2,2
1307,1,41,2,1,1,1,2,2,12,1,11,11,12,NA,1,4,20,1,1,2,1
1308,1,61,2,1,NA,1,1,1,12,1,NA,8,11,11,1,2,22,1,NA,2,1
1309,1,74,1,1,NA,1,1,1,10,0,NA,8,12,NA,2,2,21,3,NA,1,1
1310,1,60,2,1,2,1,2,2,12,1,12,12,12,NA,2,2,19,12,2,2,2
1311,1,67,2,1,NA,1,1,1,14,2,16,0,8,14,3,2,19,4,2,2,NA
1312,1,60,2,1,NA,1,1,1,12,1,8,5,12,NA,1,2,19,5,1,2,1
1313,1,34,2,1,2,1,2,1,12,1,8,9,12,16,2,4,19,2,1,2,1
1314,1,63,1,2,NA,NA,1,1,13,1,4,4,NA,9,2,1,24,3,1,2,1
1315,1,21,2,1,NA,1,1,1,15,1,17,14,16,2,2,2,20,2,2,2,2
1316,1,55,1,1,1,1,1,1,12,1,NA,10,16,17,2,2,24,5,NA,2,1
1317,NA,29,2,1,NA,1,1,1,7,0,4,3,14,12,2,4,15,7,1,1,1
1318,1,58,2,1,1,2,2,1,9,0,0,0,0,8,1,3,20,12,NA,1,NA
1319,2,22,2,5,1,NA,2,2,12,1,6,NA,NA,3,2,4,NA,12,1,2,NA
1320,1,70,2,2,4,NA,1,1,5,0,NA,NA,NA,3,4,1,18,8,NA,1,NA
1321,1,81,1,2,1,NA,1,NA,9,0,NA,NA,NA,5,1,1,25,9,NA,1,NA
1322,1,71,2,1,NA,1,1,1,12,1,NA,NA,10,12,3,2,18,2,NA,2,NA
1323,1,58,1,1,3,1,2,1,13,1,8,6,11,13,3,2,24,7,1,2,1
1324,1,45,2,1,2,1,1,1,12,1,5,7,16,14,1,3,22,4,1,2,1
1325,1,70,1,1,NA,1,2,1,11,0,4,6,12,16,2,3,21,10,1,1,1
1326,1,36,2,1,NA,1,1,1,15,1,12,12,15,10,2,5,20,8,2,2,2
1327,1,24,1,5,1,NA,1,1,16,3,12,12,NA,12,2,1,NA,3,2,2,2
1328,1,49,1,1,2,2,1,1,16,3,14,12,16,17,2,3,22,1,2,2,2
1329,1,61,2,3,1,NA,2,NA,8,0,12,NA,NA,7,3,1,17,10,2,1,NA
1330,1,28,2,1,1,1,1,1,16,3,16,15,19,15,1,2,22,4,2,2,2
1331,1,33,2,1,2,2,1,1,16,3,13,12,16,NA,2,4,20,4,2,2,2
1332,1,63,2,1,1,1,1,1,12,1,0,NA,12,13,1,2,33,4,NA,2,NA
1333,1,56,2,2,2,NA,2,1,11,0,NA,NA,NA,9,3,1,20,6,NA,1,NA
1334,2,57,2,4,3,NA,2,1,9,0,NA,NA,NA,3,4,4,18,18,NA,1,NA
1335,1,34,2,5,1,NA,2,1,20,4,12,12,NA,13,2,1,NA,0,2,2,2
1336,1,69,2,2,1,NA,2,2,3,0,NA,NA,NA,3,3,1,16,7,NA,1,NA
1337,1,40,2,1,3,1,1,1,12,1,3,8,8,14,1,4,21,4,1,2,1
1338,1,29,1,1,1,1,1,2,12,1,8,12,12,10,2,3,18,2,1,2,2
1339,1,36,1,1,1,1,1,2,14,1,6,10,9,14,2,4,21,1,1,2,1
1340,1,76,1,4,NA,NA,2,2,2,0,NA,NA,NA,4,4,2,17,6,NA,1,NA
1341,1,72,2,2,1,NA,2,NA,5,0,NA,NA,NA,5,3,1,16,2,NA,1,NA
1342,2,47,2,3,2,NA,2,1,11,0,12,4,NA,1,4,4,16,9,2,1,1
1343,1,33,2,1,1,1,1,1,12,1,8,12,12,12,1,7,19,3,1,2,2
1344,1,30,1,1,1,1,1,1,12,1,12,12,12,17,2,2,22,1,2,2,2
1345,1,36,2,1,1,1,2,2,7,0,3,8,10,15,2,5,17,7,1,1,1
1346,1,33,2,1,2,2,2,1,11,0,0,0,12,11,3,4,18,6,NA,1,NA
1347,2,65,1,1,2,2,1,1,5,0,8,4,4,9,3,5,45,13,1,1,1
1348,2,61,2,1,2,1,2,2,8,0,NA,NA,NA,10,2,2,17,6,NA,1,NA
1349,2,32,2,1,1,1,1,1,17,4,8,11,12,16,2,4,25,2,1,2,1
1350,1,29,1,1,3,2,2,1,10,1,12,NA,16,16,3,3,22,2,2,1,NA
1351,2,67,2,1,NA,1,1,1,17,3,6,5,11,14,1,2,21,4,1,2,1
1352,2,65,2,2,NA,NA,2,1,11,0,5,8,NA,6,1,2,17,7,1,1,1
1353,1,41,1,3,3,NA,2,1,12,1,8,8,NA,8,2,2,22,0,1,2,1
1354,1,77,2,2,NA,NA,1,1,8,0,6,4,NA,4,3,1,19,4,1,1,1
1355,1,27,2,1,1,2,2,2,11,0,9,0,11,9,4,6,16,7,1,1,NA
1356,2,38,1,1,3,2,2,1,12,1,9,14,10,13,2,2,24,6,1,2,2
1357,2,23,2,1,2,2,2,1,12,1,NA,11,9,8,2,4,21,10,NA,2,1
1358,1,60,2,2,2,NA,2,1,9,0,8,8,NA,3,1,1,17,6,1,1,1
1359,1,25,2,1,1,1,1,1,16,3,12,12,20,12,2,2,22,1,2,2,2
1360,1,64,1,3,NA,NA,3,2,10,0,4,0,NA,1,4,1,26,3,1,1,NA
1361,NA,41,1,1,1,1,2,2,20,4,16,12,12,17,1,4,26,3,2,2,2
1362,1,50,2,1,1,1,1,1,15,2,8,12,8,14,2,4,20,3,1,2,2
1363,1,37,1,1,2,1,2,1,12,1,12,8,12,11,3,4,18,1,2,2,1
1364,1,68,1,1,NA,1,1,2,4,0,NA,NA,8,4,3,2,20,13,NA,1,NA
1365,1,48,2,1,NA,2,2,1,11,0,NA,NA,10,17,2,3,16,2,NA,1,NA
1366,1,67,2,2,2,NA,2,1,8,0,8,8,NA,3,4,1,20,6,1,1,1
1367,1,64,1,1,1,1,1,1,8,0,5,6,12,9,3,2,21,2,1,1,1
1368,1,33,2,1,1,2,1,1,15,2,16,12,12,13,2,4,19,2,2,2,2
1369,1,77,1,2,NA,NA,2,1,10,0,6,NA,NA,2,3,1,20,3,1,1,NA
1370,1,25,1,5,4,NA,1,1,8,0,4,6,NA,3,3,1,NA,8,1,1,1
1371,1,42,1,5,NA,NA,1,1,9,0,8,17,NA,9,3,3,NA,3,1,1,2
1372,1,22,1,5,3,NA,2,2,12,1,12,11,NA,14,1,5,NA,3,2,2,1
1373,1,68,1,1,2,2,2,1,10,0,8,8,9,7,3,2,22,3,1,1,1
1374,1,65,2,2,NA,NA,1,1,14,2,8,10,NA,9,3,2,23,1,1,2,1
1375,1,66,2,1,NA,1,2,1,8,0,7,6,9,11,3,2,17,0,1,1,1
1376,1,46,2,3,4,NA,2,1,10,0,NA,8,NA,2,4,2,16,6,NA,1,1
1377,1,37,2,3,1,NA,1,1,13,1,4,4,NA,12,2,5,20,5,1,2,1
1378,1,24,2,1,1,3,2,1,10,0,NA,7,5,7,3,4,15,2,NA,1,1
1379,1,62,2,1,3,2,2,2,8,0,NA,NA,5,NA,3,2,18,4,NA,1,NA
1380,1,72,2,2,1,NA,2,1,10,0,NA,10,NA,16,2,1,16,1,NA,1,1
1381,1,25,2,1,2,2,1,1,12,1,13,12,12,6,2,4,18,1,2,2,2
1382,1,30,2,1,3,2,3,1,8,0,12,4,10,10,3,5,17,6,2,1,1
1383,1,21,2,1,1,1,2,1,15,1,9,12,17,11,3,2,20,1,1,2,2
1384,1,30,2,5,3,NA,2,1,18,3,10,10,NA,11,2,1,NA,1,1,2,1
1385,1,65,1,5,NA,NA,2,1,7,0,5,6,NA,5,2,2,NA,6,1,1,1
1386,1,74,2,3,2,NA,2,1,12,1,8,8,NA,5,2,1,18,1,1,2,1
1387,1,22,1,5,2,NA,1,1,12,1,12,10,NA,16,1,4,NA,1,2,2,1
1388,1,22,2,5,NA,NA,1,1,16,3,NA,13,NA,1,1,1,NA,1,NA,2,2
1389,1,24,1,1,3,1,1,1,15,2,16,16,15,5,2,2,23,2,2,2,2
1390,1,23,1,5,NA,NA,1,1,14,2,14,13,NA,2,3,1,NA,2,2,2,2
1391,1,29,2,1,1,1,1,1,18,3,14,15,16,11,1,2,28,5,2,2,2
1392,1,21,1,5,3,NA,1,1,14,1,11,12,NA,3,2,1,NA,1,1,2,2
1393,2,59,2,1,1,1,1,1,11,1,3,NA,3,NA,3,2,19,8,1,1,NA
1394,1,53,1,5,1,NA,2,1,13,1,8,14,NA,5,1,1,NA,2,1,2,2
1395,1,38,2,3,4,NA,2,1,11,0,NA,NA,NA,1,3,3,19,10,NA,1,NA
1396,1,33,2,5,1,NA,2,1,12,1,NA,7,NA,8,1,3,NA,5,NA,2,1
1397,1,27,1,5,3,NA,2,1,16,3,16,12,NA,15,1,1,NA,6,2,2,2
1398,1,22,2,5,NA,NA,2,2,15,1,20,13,NA,1,2,3,NA,2,2,2,2
1399,1,23,1,5,NA,NA,1,1,16,1,18,16,NA,6,2,5,NA,2,2,2,2
1400,2,21,1,5,NA,NA,1,1,14,1,14,12,NA,3,1,2,NA,5,2,2,2
1401,1,65,1,1,NA,1,1,1,6,0,7,7,8,8,4,2,24,7,1,1,1
1402,1,81,2,2,NA,NA,2,1,12,1,7,7,NA,8,3,1,26,8,1,2,1
1403,1,26,1,1,1,2,2,1,9,0,NA,NA,9,8,2,4,19,1,NA,1,NA
1404,1,54,1,1,1,1,1,1,12,1,6,10,12,15,2,3,21,3,1,2,1
1405,1,67,1,1,NA,1,1,1,6,0,6,8,7,10,2,2,21,9,1,1,1
1406,1,28,2,1,2,1,2,1,13,1,12,15,15,12,1,4,20,4,2,2,2
1407,1,55,1,1,1,1,1,1,9,0,5,NA,12,12,2,2,22,6,1,1,NA
1408,1,31,2,3,1,NA,2,1,12,1,12,NA,NA,11,2,2,18,11,2,2,NA
1409,1,40,2,1,1,1,1,1,9,0,7,8,12,2,3,2,33,5,1,1,1
1410,1,63,2,3,2,NA,2,1,10,0,NA,NA,NA,9,2,1,16,7,NA,1,NA
1411,1,33,2,1,2,1,2,1,12,1,NA,11,12,15,1,3,NA,3,NA,2,1
1412,1,71,2,2,1,NA,1,1,6,0,NA,NA,NA,13,2,1,16,5,NA,1,NA
1413,1,60,2,1,2,2,2,1,12,1,12,NA,10,12,3,2,16,5,2,2,NA
1414,NA,40,1,1,1,1,1,2,7,0,NA,NA,12,5,2,6,22,6,NA,1,NA
1415,NA,38,2,1,1,1,1,2,9,0,10,0,12,11,2,5,21,8,1,1,NA
1416,NA,74,2,2,2,NA,3,1,1,0,NA,NA,NA,2,4,5,20,9,NA,1,NA
1417,NA,39,1,1,1,1,1,2,7,0,NA,NA,8,3,3,3,18,4,NA,1,NA
1418,NA,20,1,5,NA,NA,2,1,12,1,12,12,NA,15,2,5,NA,5,2,2,2
1419,NA,59,1,1,1,2,1,2,12,1,7,16,16,16,2,2,23,12,1,2,2
1420,NA,46,1,1,2,1,2,2,3,0,NA,NA,4,12,2,10,24,8,NA,1,NA
1421,NA,62,2,3,2,NA,2,1,7,0,NA,NA,NA,3,2,1,20,4,NA,1,NA
1422,NA,56,2,3,1,NA,1,1,8,0,0,3,NA,2,4,2,17,8,NA,1,1
1423,NA,26,1,5,2,NA,2,2,12,1,NA,12,NA,9,2,1,NA,1,NA,2,2
1424,NA,24,1,1,4,1,2,2,11,0,NA,11,12,11,1,2,19,8,NA,1,1
1425,NA,40,1,1,2,1,2,2,10,0,3,8,10,13,2,3,38,8,1,1,1
1426,NA,32,1,1,1,1,1,1,8,0,3,6,12,12,2,4,21,5,1,1,1
1427,NA,41,1,4,1,NA,1,1,14,1,3,7,NA,16,1,5,23,4,1,2,1
1428,1,39,1,5,3,NA,1,1,14,1,NA,16,NA,9,1,1,NA,4,NA,2,2
1429,1,46,1,3,2,NA,2,1,12,1,8,12,NA,15,2,2,20,2,1,2,2
1430,1,28,2,5,2,NA,2,1,12,1,13,12,NA,17,2,3,NA,1,2,2,2
1431,1,65,1,5,NA,NA,2,2,12,1,12,12,NA,12,2,1,NA,0,2,2,2
1432,1,34,1,5,2,NA,1,1,17,3,16,12,NA,15,2,1,NA,3,2,2,2
1433,1,27,2,1,2,1,1,1,12,1,12,14,14,17,3,3,22,2,2,2,2
1434,1,38,2,3,1,NA,1,2,13,1,12,12,NA,11,2,3,20,2,2,2,2
1435,1,27,1,5,1,NA,1,2,12,1,16,18,NA,11,2,2,NA,1,2,2,2
1436,1,41,2,1,3,2,2,2,12,1,12,12,18,15,2,3,20,3,2,2,2
1437,1,46,1,1,1,1,1,1,19,4,12,12,13,17,2,3,23,1,2,2,2
1438,1,24,1,5,2,NA,1,1,17,3,20,12,NA,8,1,3,NA,2,2,2,2
1439,NA,62,2,1,1,1,1,2,4,0,NA,NA,5,8,2,2,NA,4,NA,1,NA
1440,1,71,1,1,4,1,1,1,8,0,3,NA,4,14,1,2,23,6,1,1,NA
1441,NA,33,2,1,1,2,2,1,12,1,8,7,14,15,2,3,21,2,1,2,1
1442,1,21,1,5,1,NA,1,1,14,1,13,12,NA,16,1,3,NA,3,2,2,2
1443,1,29,2,4,2,NA,1,1,12,1,4,8,NA,8,2,3,15,11,1,2,1
1444,1,52,1,1,1,1,1,2,20,4,8,12,12,17,1,4,22,2,1,2,2
1445,1,55,1,1,4,2,1,1,12,1,8,8,12,15,2,1,25,2,1,2,1
1446,1,20,2,5,3,NA,2,NA,12,1,12,12,NA,2,3,2,NA,3,2,2,2
1447,1,33,2,4,4,NA,2,1,12,1,11,10,NA,5,2,3,20,7,1,2,1
1448,1,27,1,3,1,NA,2,1,11,1,8,14,NA,11,2,3,18,3,1,1,2
1449,1,62,2,1,1,3,1,1,11,0,8,8,12,17,2,2,18,6,1,1,1
1450,1,54,1,1,1,1,1,1,10,0,NA,5,9,11,2,2,22,17,NA,1,1
1451,NA,42,2,1,1,1,2,2,19,4,10,15,12,13,NA,2,31,3,1,2,2
1452,NA,19,1,5,3,NA,2,2,11,1,8,9,NA,3,3,2,NA,3,1,1,1
1453,NA,39,2,3,NA,NA,1,2,10,0,NA,2,NA,3,NA,6,16,6,NA,1,1
1454,NA,34,2,1,NA,1,2,1,12,1,7,8,14,7,2,4,19,5,1,2,1
1455,NA,52,1,1,2,1,2,1,7,0,8,NA,8,3,3,3,38,3,1,1,NA
1456,1,23,2,5,NA,NA,1,1,11,0,3,5,NA,4,2,3,NA,4,1,1,1
1457,1,35,2,1,2,2,2,2,15,1,12,10,16,16,3,6,20,4,2,2,1
1458,1,47,2,1,2,2,2,1,12,1,6,6,16,15,3,3,16,13,1,2,1
1459,1,26,1,5,2,NA,1,2,12,1,NA,12,NA,4,2,2,NA,5,NA,2,2
1460,1,46,2,1,1,1,1,1,12,1,12,12,12,15,2,4,17,2,2,2,2
1461,1,39,1,1,1,2,1,1,13,1,12,12,14,17,1,3,18,6,2,2,2
1462,1,41,1,1,3,2,2,1,12,1,12,NA,12,15,2,3,26,5,2,2,NA
1463,1,24,2,5,3,NA,2,1,13,1,16,12,NA,13,1,3,NA,4,2,2,2
1464,1,41,1,1,2,1,2,1,14,1,3,3,18,16,1,4,22,3,1,2,1
1465,1,77,1,1,NA,1,2,1,12,1,8,8,8,11,4,2,28,5,1,2,1
1466,1,57,2,1,1,1,2,1,12,1,8,12,12,15,2,2,25,3,1,2,2
1467,1,81,1,1,NA,1,1,1,12,1,8,NA,12,10,3,2,25,7,1,2,NA
1468,1,37,1,2,1,NA,1,1,12,1,12,8,NA,8,2,3,25,4,2,2,1
1469,1,34,1,5,1,NA,1,1,19,4,12,17,NA,15,1,1,NA,3,2,2,2
1470,1,67,1,1,NA,2,2,2,12,1,5,12,13,NA,2,3,20,1,1,2,2
1471,1,46,2,1,1,1,1,1,12,1,6,8,13,1,3,2,20,8,1,2,1
1472,1,43,1,1,1,1,1,1,12,1,12,14,12,4,1,4,28,0,2,2,2
1473,1,79,2,2,NA,NA,1,1,15,2,8,14,NA,2,2,1,20,2,1,2,2
