id,race,age,sex,marital,satjob,hapmar,life,postlife,educ,degree,paeduc,maeduc,speduc,income,health,hompop,agewed,sibs,paeindex,educindx,maeindex
1,1,NA,2,2,NA,NA,2,2,12,1,NA,NA,NA,NA,3,1,19,1,NA,2,NA
2,1,33,2,5,1,NA,1,NA,16,4,16,16,NA,16,1,1,NA,2,2,2,2
3,2,43,2,3,4,NA,1,2,15,2,NA,11,NA,10,2,1,21,1,NA,2,1
4,1,31,2,1,1,1,2,1,16,3,9,12,15,16,2,3,27,1,1,2,2
5,1,47,1,3,1,NA,1,NA,16,3,16,12,NA,17,1,1,22,2,2,2,2
6,1,35,2,3,3,NA,1,NA,17,3,12,12,NA,16,1,2,21,4,2,2,2
7,1,65,1,1,2,1,2,NA,18,4,8,8,20,15,1,2,26,1,1,2,1
8,1,19,1,5,NA,NA,3,1,12,1,16,16,NA,NA,2,5,NA,1,2,2,2
9,NA,26,2,5,1,NA,1,2,10,0,NA,NA,NA,NA,3,4,NA,11,NA,1,NA
10,NA,42,2,1,1,1,1,1,12,1,16,NA,4,9,1,6,22,3,2,2,NA
11,2,49,1,3,NA,NA,2,2,12,1,NA,NA,NA,NA,2,3,22,4,NA,2,NA
12,1,43,2,1,1,1,2,2,12,1,8,12,12,15,2,5,20,1,1,2,2
13,NA,19,2,5,NA,NA,1,1,11,0,NA,9,NA,NA,1,5,NA,3,NA,1,1
14,2,57,2,3,NA,NA,2,2,9,0,NA,NA,NA,NA,3,1,19,11,NA,1,NA
15,2,36,2,1,2,2,2,1,13,1,20,12,16,16,1,5,23,11,2,2,2
16,2,40,2,1,3,1,1,1,16,3,16,12,12,13,NA,6,20,2,2,2,2
17,2,77,2,5,NA,NA,2,2,6,0,NA,NA,NA,NA,2,1,NA,7,NA,1,NA
18,1,84,1,1,NA,1,2,2,8,0,8,8,12,NA,3,2,29,9,1,1,1
19,2,37,2,1,2,1,1,2,16,3,10,10,15,17,1,4,23,10,1,2,1
20,NA,19,1,5,NA,NA,2,1,11,0,12,12,NA,11,2,4,NA,1,2,1,2
21,1,20,2,1,2,1,2,1,12,1,NA,10,8,9,2,4,18,1,NA,2,1
22,1,19,2,5,3,NA,2,1,11,0,NA,11,NA,11,3,5,NA,2,NA,1,1
23,NA,38,1,1,2,1,2,1,16,1,NA,NA,16,14,2,4,26,2,NA,2,NA
24,1,72,2,2,1,NA,2,1,10,0,3,5,NA,15,3,5,26,6,1,1,1
25,NA,40,1,1,1,2,1,1,16,3,14,16,14,14,2,2,26,11,2,2,2
26,2,44,2,4,4,NA,2,1,12,1,7,9,NA,5,2,4,19,2,1,2,1
27,1,86,2,2,NA,NA,3,1,8,0,8,8,NA,10,4,1,35,6,1,1,1
28,1,49,2,3,1,NA,2,1,10,0,NA,8,NA,NA,2,1,21,2,NA,1,1
29,1,52,2,1,1,2,1,1,8,0,NA,NA,12,17,2,2,18,5,NA,1,NA
30,2,35,2,1,2,1,1,2,20,3,12,12,15,14,2,3,29,6,2,2,2
31,1,86,2,2,3,NA,NA,NA,16,3,NA,12,NA,NA,3,1,21,4,NA,2,2
32,1,52,2,1,2,1,2,1,8,0,3,7,8,8,2,3,20,9,1,1,1
33,1,34,2,1,1,1,2,NA,9,0,4,1,11,5,1,4,22,13,1,1,1
34,2,35,1,5,4,NA,2,2,12,1,NA,8,NA,9,2,1,NA,2,NA,2,1
35,1,67,2,1,2,2,2,2,12,1,NA,12,12,NA,2,2,21,2,NA,2,2
36,1,60,2,1,2,2,2,1,12,1,8,8,12,NA,3,2,22,2,1,2,1
37,1,35,1,1,2,2,2,1,16,3,10,12,12,16,1,5,24,3,1,2,2
38,1,23,1,5,2,NA,2,1,12,1,14,12,NA,17,2,5,NA,2,2,2,2
39,1,39,2,1,1,1,2,1,16,3,12,8,16,NA,1,4,28,1,2,2,1
40,1,33,2,1,1,2,2,2,9,0,9,6,6,NA,1,4,22,3,1,1,1
41,1,37,2,3,1,NA,1,1,15,1,NA,12,NA,16,1,3,21,2,NA,2,2
42,1,34,1,1,2,2,2,1,12,1,12,12,12,14,2,6,21,11,2,2,2
43,1,32,2,1,1,1,2,1,12,1,12,12,12,16,2,4,20,3,2,2,2
44,1,39,1,1,1,1,1,1,14,1,12,14,12,16,2,5,28,3,2,2,2
45,1,43,2,1,2,1,2,NA,12,1,15,12,20,17,2,3,29,1,2,2,2
46,1,37,1,1,4,1,3,1,14,1,NA,12,12,NA,2,5,25,5,NA,2,2
47,1,27,2,1,2,1,2,1,12,1,11,8,10,14,1,4,19,1,1,2,1
48,1,21,1,5,2,NA,2,1,12,1,9,12,NA,15,1,4,NA,1,1,2,2
49,1,70,2,1,NA,1,1,1,16,3,12,12,16,14,4,2,28,3,2,2,2
50,1,40,1,1,3,1,1,1,18,4,8,12,12,15,2,4,27,1,1,2,2
51,1,24,1,5,2,NA,1,1,13,1,11,14,NA,16,1,4,NA,4,1,2,2
52,1,60,1,1,1,1,2,1,12,1,8,8,14,17,2,4,23,5,1,2,1
53,1,38,1,1,2,1,1,1,20,4,12,12,18,15,2,5,32,6,2,2,2
54,1,36,1,1,3,1,2,1,16,3,5,5,13,15,1,5,21,1,1,2,1
55,1,78,1,1,NA,1,3,NA,10,0,NA,NA,12,10,4,2,30,3,NA,1,NA
56,1,64,2,1,NA,2,2,1,11,0,NA,NA,12,9,3,6,24,8,NA,1,NA
57,1,29,2,1,1,1,1,1,14,1,11,14,14,15,1,2,26,6,1,2,2
58,1,20,2,1,2,1,2,2,9,0,12,9,12,NA,2,2,18,5,2,1,1
59,1,36,2,1,1,2,2,1,13,1,NA,12,12,13,2,2,29,1,NA,2,2
60,1,23,2,1,2,1,1,2,10,0,NA,15,10,10,1,5,20,2,NA,1,2
61,1,40,1,1,2,2,2,2,13,1,12,10,12,16,1,3,20,2,2,2,1
62,NA,67,2,2,1,NA,1,1,15,2,15,6,NA,13,1,1,20,3,2,2,1
63,1,27,2,4,1,NA,1,1,12,1,NA,NA,NA,12,1,3,21,2,NA,2,NA
64,1,48,1,1,2,3,2,2,15,2,8,12,12,13,3,2,20,2,1,2,2
65,1,46,1,3,2,NA,2,NA,12,0,8,8,NA,16,2,1,31,0,1,2,1
66,1,23,2,5,2,NA,2,1,13,1,NA,12,NA,15,1,5,NA,3,NA,2,2
67,1,67,2,5,1,NA,1,1,17,3,NA,9,NA,3,3,1,NA,2,NA,2,1
68,1,72,2,5,1,NA,1,1,15,1,16,NA,NA,3,2,2,NA,3,2,2,NA
69,2,57,2,4,2,NA,1,1,14,1,10,14,NA,9,2,1,23,1,1,2,2
70,2,67,1,2,1,NA,2,2,11,1,12,NA,NA,10,2,1,21,5,2,1,NA
71,2,55,1,4,1,NA,1,2,12,1,NA,NA,NA,12,1,2,22,5,NA,2,NA
72,NA,23,2,5,1,NA,2,NA,12,1,NA,NA,NA,9,2,2,NA,13,NA,2,NA
73,1,28,2,3,1,NA,1,1,16,3,12,19,NA,15,2,1,20,3,2,2,2
74,1,26,2,5,1,NA,1,1,17,3,12,12,NA,15,1,1,NA,2,2,2,2
75,1,47,2,1,1,1,1,1,15,1,12,12,17,17,2,4,21,2,2,2,2
76,1,68,1,5,2,NA,1,2,12,1,9,9,NA,13,2,1,NA,3,1,2,1
77,1,27,1,1,2,1,1,1,14,1,11,12,13,12,1,3,21,4,1,2,2
78,1,53,2,3,2,NA,2,2,2,0,4,4,NA,6,1,1,33,9,1,1,1
79,1,31,2,1,2,1,2,1,12,1,16,16,14,15,2,4,25,3,2,2,2
80,1,38,2,3,2,NA,1,1,14,2,12,12,NA,14,1,3,NA,4,2,2,2
81,2,31,2,1,2,2,2,1,15,2,14,12,15,16,3,2,25,7,2,2,2
82,1,27,2,1,2,2,2,NA,12,1,NA,11,12,16,2,3,19,1,NA,2,1
83,1,38,2,1,2,2,1,1,13,1,8,6,8,16,2,2,27,3,1,2,1
84,1,62,2,1,2,2,1,1,12,1,12,14,12,16,2,2,20,1,2,2,2
85,1,31,1,1,3,1,1,1,14,1,14,12,12,15,2,5,21,1,2,2,2
86,1,28,2,1,2,1,1,1,15,1,NA,12,14,16,1,2,18,3,NA,2,2
87,1,72,2,1,NA,2,1,1,12,1,8,NA,12,14,3,2,16,9,1,2,NA
88,1,33,2,1,1,1,2,1,12,1,NA,12,14,15,1,4,19,2,NA,2,2
89,NA,25,2,1,2,2,2,NA,11,0,NA,11,11,9,3,3,21,5,NA,1,1
90,1,28,2,4,3,NA,1,1,13,1,2,2,NA,16,1,3,19,1,1,2,1
91,1,68,2,2,1,NA,3,1,6,0,NA,NA,NA,7,2,1,16,4,NA,1,NA
92,1,24,1,1,1,1,2,2,17,3,16,13,14,16,1,2,22,1,2,2,2
93,1,33,2,3,4,NA,1,NA,10,0,NA,NA,NA,9,2,2,16,2,NA,1,NA
94,NA,28,1,5,3,NA,2,2,15,1,NA,12,NA,16,2,1,NA,13,NA,2,2
95,NA,27,1,5,1,NA,1,1,19,4,16,17,NA,16,1,1,NA,2,2,2,2
96,1,47,2,3,1,NA,1,2,12,1,5,14,NA,10,2,1,20,1,1,2,2
97,1,68,1,1,2,2,2,2,17,4,13,16,13,15,1,2,28,3,2,2,2
98,1,23,2,5,1,NA,1,1,16,3,12,13,NA,17,1,6,NA,4,2,2,2
99,1,37,2,1,1,2,1,1,16,3,12,12,16,17,2,4,22,4,2,2,2
100,1,66,1,4,NA,NA,2,2,3,0,6,8,NA,10,3,1,26,4,1,1,1
101,1,27,2,1,1,1,2,1,12,1,16,16,15,14,1,5,19,1,2,2,2
102,2,33,1,4,1,NA,1,1,15,1,12,12,NA,14,1,1,22,3,2,2,2
103,1,76,1,1,NA,1,2,1,8,0,7,7,7,13,2,2,26,11,1,1,1
104,1,89,2,2,2,NA,1,NA,8,0,NA,NA,NA,NA,1,1,27,4,NA,1,NA
105,1,28,1,5,2,NA,1,NA,16,3,12,13,NA,12,1,1,NA,2,2,2,2
106,1,71,2,1,NA,2,2,1,12,1,NA,NA,16,NA,3,2,18,2,NA,2,NA
107,1,51,1,1,1,1,1,1,12,1,9,12,12,16,2,3,19,1,1,2,2
108,1,35,2,1,1,1,2,2,16,3,18,18,16,15,1,4,21,3,2,2,2
109,1,20,2,5,NA,NA,1,1,14,1,16,13,NA,16,2,4,NA,3,2,2,2
110,1,36,2,1,2,2,1,1,15,1,8,12,12,15,1,5,20,1,1,2,2
111,1,32,2,1,1,1,1,1,13,1,0,2,16,13,2,5,18,11,NA,2,1
112,NA,57,1,1,1,2,2,2,9,0,NA,NA,12,15,3,2,40,5,NA,1,NA
113,1,70,1,5,NA,NA,1,2,8,0,8,8,NA,6,1,1,NA,1,1,1,1
114,1,46,1,5,1,NA,1,2,8,0,NA,NA,NA,7,1,1,NA,6,NA,1,NA
115,1,55,1,3,3,NA,2,1,8,0,7,7,NA,5,3,1,26,5,1,1,1
116,1,44,1,3,1,NA,2,2,9,0,8,7,NA,14,3,2,21,5,1,1,1
117,1,59,2,3,2,NA,2,NA,10,0,3,8,NA,9,3,1,31,8,1,1,1
118,NA,29,2,3,1,NA,1,2,14,2,NA,9,NA,12,1,1,18,3,NA,2,1
119,NA,34,2,1,1,2,1,1,9,1,NA,6,13,15,2,5,17,8,NA,1,1
120,1,26,2,5,1,NA,1,2,13,2,8,8,NA,NA,1,3,NA,3,1,2,1
121,2,36,2,1,NA,2,1,1,16,3,4,14,12,7,2,6,34,2,1,2,2
122,2,68,2,3,NA,NA,2,1,8,0,NA,NA,NA,2,4,1,15,3,NA,1,NA
123,2,66,1,4,NA,NA,1,2,4,0,NA,NA,NA,4,4,1,24,8,NA,1,NA
124,2,44,2,5,NA,NA,1,1,8,0,12,8,NA,9,3,3,NA,2,2,1,1
125,2,24,1,5,1,NA,2,1,11,0,NA,12,NA,11,1,4,NA,7,NA,1,2
126,2,64,2,3,1,NA,1,1,15,2,9,12,NA,14,2,2,28,3,1,2,2
127,2,25,2,1,1,2,1,1,12,1,8,8,13,16,2,3,20,13,1,2,1
128,2,51,1,1,3,1,1,1,10,0,8,10,11,16,1,4,19,6,1,1,1
129,2,50,2,1,NA,1,3,1,10,0,NA,NA,8,14,3,2,19,1,NA,1,NA
130,2,46,1,1,4,1,1,1,10,0,NA,8,12,12,3,4,18,9,NA,1,1
131,1,70,2,2,2,NA,2,1,8,0,12,8,NA,8,3,1,30,6,2,1,1
132,1,68,2,3,1,NA,2,1,12,1,NA,NA,NA,NA,1,1,21,2,NA,2,NA
133,1,44,1,5,4,NA,1,1,20,4,12,12,NA,15,1,1,NA,1,2,2,2
134,1,38,1,1,1,2,1,1,12,1,11,13,13,15,2,3,21,0,1,2,2
135,1,26,1,1,1,1,1,NA,12,1,12,12,14,16,1,2,25,7,2,2,2
136,1,68,1,1,2,1,1,1,14,1,16,8,12,16,2,3,30,1,2,2,1
137,1,48,1,1,1,1,2,2,12,1,12,12,12,16,2,2,20,0,2,2,2
138,1,35,1,5,1,NA,1,NA,12,1,8,9,NA,16,2,1,NA,4,1,2,1
139,1,38,2,1,4,1,1,1,13,1,12,10,10,17,2,4,18,6,2,2,1
140,1,54,2,1,1,1,1,1,12,1,12,10,16,17,2,4,20,3,2,2,1
141,1,22,1,5,NA,NA,1,1,16,3,12,12,NA,15,2,3,NA,1,2,2,2
142,1,68,2,1,2,1,2,1,12,0,12,8,16,8,1,3,24,10,2,2,1
143,1,50,1,1,1,1,2,1,12,1,7,11,12,16,2,2,21,2,1,2,1
144,2,46,2,1,2,2,1,1,13,1,11,10,18,15,2,2,19,0,1,2,1
145,2,29,2,1,1,2,1,2,12,1,NA,12,11,15,2,3,24,1,NA,2,2
146,2,30,2,4,2,NA,3,1,12,1,NA,15,NA,1,2,1,18,9,NA,2,2
147,2,NA,2,2,2,NA,2,1,9,0,NA,NA,NA,NA,2,1,19,8,NA,1,NA
148,2,NA,2,4,1,NA,2,2,12,1,9,10,NA,7,2,2,17,0,1,2,1
149,1,38,1,1,3,2,2,1,16,3,12,10,14,15,2,5,28,3,2,2,1
150,1,37,2,1,1,1,2,1,12,1,12,10,12,9,1,3,21,2,2,2,1
151,1,38,1,1,2,2,1,1,16,3,12,12,16,13,1,2,36,3,2,2,2
152,1,21,2,1,1,1,2,1,12,1,9,12,13,15,1,5,19,3,1,2,2
153,1,73,2,2,NA,NA,2,1,16,3,8,12,NA,10,2,1,34,3,1,2,2
154,1,27,1,1,1,1,2,1,10,0,NA,NA,12,10,2,2,21,2,NA,1,NA
155,1,44,2,1,1,1,2,1,16,3,10,9,16,NA,1,5,22,0,1,2,1
156,1,43,1,1,1,1,2,1,14,1,14,12,13,17,2,4,19,5,2,2,2
157,1,41,1,1,3,2,2,1,17,3,20,14,16,17,1,4,22,1,2,2,2
158,1,58,2,2,2,NA,2,1,12,1,14,NA,NA,9,2,1,19,2,2,2,NA
159,1,41,2,1,1,1,2,1,12,1,12,NA,12,15,1,4,18,1,2,2,NA
160,1,75,1,3,NA,NA,2,1,12,1,NA,NA,NA,7,1,1,22,4,NA,2,NA
161,1,37,2,3,1,NA,1,1,16,3,12,12,NA,17,1,1,25,2,2,2,2
162,1,28,2,1,4,2,2,1,12,1,8,8,14,14,1,5,19,5,1,2,1
163,1,67,2,2,NA,NA,1,1,10,0,NA,NA,NA,11,3,2,19,8,NA,1,NA
164,2,48,2,4,1,NA,2,1,10,0,NA,6,NA,9,NA,2,21,2,NA,1,1
165,1,41,2,1,2,1,1,1,14,2,10,11,17,16,2,5,20,1,1,2,1
166,1,44,2,1,2,1,1,1,12,0,12,12,12,15,2,4,19,2,2,2,2
167,1,24,1,1,3,2,2,1,11,0,NA,10,12,11,2,3,21,2,NA,1,1
168,1,27,2,1,1,1,2,1,15,1,8,14,14,14,1,2,25,3,1,2,2
169,1,26,2,1,1,1,1,1,16,3,16,12,16,15,2,2,22,2,2,2,2
170,1,31,1,1,2,1,2,1,12,1,NA,NA,15,11,1,2,17,4,NA,2,NA
171,1,33,2,1,4,1,2,1,14,1,NA,16,14,15,2,2,27,1,NA,2,2
172,2,54,1,1,1,2,2,2,11,0,0,12,12,12,3,2,16,2,NA,1,2
173,1,26,2,1,2,2,2,1,13,1,8,8,15,15,2,4,21,4,1,2,1
174,1,39,1,1,1,1,1,1,14,1,10,12,12,15,2,4,37,5,1,2,2
175,2,20,2,5,2,NA,3,NA,10,0,NA,NA,NA,NA,3,1,NA,0,NA,1,NA
176,1,36,2,1,1,1,1,1,10,0,4,12,15,13,2,2,16,2,1,1,2
177,2,40,1,1,2,3,3,2,11,0,5,12,11,7,3,5,23,6,1,1,2
178,2,32,2,3,2,NA,2,2,11,1,6,12,NA,8,2,3,19,3,1,1,2
179,2,40,1,5,4,NA,2,2,9,0,6,11,NA,3,2,6,NA,8,1,1,1
180,2,30,2,3,2,NA,1,NA,12,1,4,8,NA,6,2,6,17,8,1,2,1
181,2,25,2,5,3,NA,1,NA,13,1,14,14,NA,8,NA,2,NA,2,2,2,2
182,2,23,2,5,3,NA,1,2,16,2,8,10,NA,6,2,2,NA,7,1,2,1
183,1,45,1,3,2,NA,1,2,8,0,NA,12,NA,15,3,1,18,6,NA,1,2
184,1,31,2,3,2,NA,1,1,13,1,18,12,NA,13,1,1,18,4,2,2,2
185,1,40,2,1,1,1,2,2,10,0,9,11,8,13,1,3,33,3,1,1,1
186,1,52,1,3,1,NA,1,1,12,1,8,8,NA,16,2,3,29,3,1,2,1
187,1,83,2,2,1,NA,2,2,14,2,6,6,NA,14,2,1,26,2,1,2,1
188,1,82,1,1,1,1,2,1,20,4,8,10,12,15,2,2,23,4,1,2,1
189,1,70,1,1,NA,1,1,2,16,3,12,14,14,17,3,2,21,1,2,2,2
190,1,60,2,1,1,1,2,1,16,3,8,12,16,15,2,2,21,2,1,2,2
191,1,44,2,3,1,NA,2,1,12,1,10,10,NA,13,3,4,19,1,1,2,1
192,1,60,2,3,2,NA,2,1,12,1,2,8,NA,5,2,1,19,0,1,2,1
193,1,37,1,1,1,1,1,1,16,3,12,12,14,15,1,4,23,1,2,2,2
194,2,70,1,2,NA,NA,3,1,6,0,4,9,NA,5,4,5,19,7,1,1,1
195,1,36,1,5,1,NA,1,1,13,1,8,NA,NA,13,2,1,NA,3,1,2,NA
196,1,49,1,3,NA,NA,1,2,12,1,12,10,NA,5,4,1,20,4,2,2,1
197,1,43,2,1,1,1,1,1,15,2,12,12,15,9,2,4,18,5,2,2,2
198,1,34,1,1,2,1,1,1,14,1,12,11,17,16,1,4,22,3,2,2,1
199,1,36,2,3,1,NA,1,1,12,1,NA,12,NA,11,2,3,17,8,NA,2,2
200,NA,33,2,1,2,1,1,NA,17,3,16,12,17,16,1,4,24,1,2,2,2
201,1,38,1,1,1,1,1,1,14,1,13,12,14,15,2,4,27,6,2,2,2
202,NA,27,2,1,3,1,1,1,14,1,20,14,12,14,3,2,19,11,2,2,2
203,1,20,1,5,4,NA,3,2,12,0,NA,NA,NA,2,2,2,NA,2,NA,2,NA
204,1,60,1,3,2,NA,2,NA,NA,NA,NA,8,NA,14,1,1,22,1,NA,NA,1
205,1,33,2,1,NA,1,2,1,13,1,8,16,12,14,2,5,22,0,1,2,2
206,1,31,2,1,2,3,2,1,12,1,12,12,14,13,1,3,24,7,2,2,2
207,1,54,2,1,NA,2,3,1,14,1,NA,3,3,NA,3,1,21,3,NA,2,1
208,NA,33,2,1,1,1,1,2,15,1,12,12,13,17,2,4,20,2,2,2,2
209,1,37,2,1,2,1,1,2,16,3,14,16,14,17,2,3,20,2,2,2,2
210,1,38,1,1,2,3,3,1,4,0,6,8,10,15,3,2,19,9,1,1,1
211,1,40,2,1,1,1,2,NA,11,0,NA,9,12,16,2,3,17,3,NA,1,1
212,1,36,2,1,4,1,3,2,16,3,12,12,18,17,3,2,21,2,2,2,2
213,1,37,1,1,2,2,1,1,16,3,14,12,14,16,3,4,25,1,2,2,2
214,1,26,2,1,1,1,1,1,12,1,7,17,13,17,2,2,25,2,1,2,2
215,1,41,1,5,1,NA,1,1,15,1,8,13,NA,12,2,1,NA,3,1,2,2
216,1,19,1,5,2,NA,1,1,9,0,12,12,NA,10,2,4,NA,4,2,1,2
217,1,24,1,5,2,NA,2,NA,12,1,14,12,NA,9,2,3,NA,3,2,2,2
218,1,59,1,1,2,1,1,1,16,3,NA,NA,16,15,1,2,28,2,NA,2,NA
219,1,37,2,3,2,NA,1,1,13,1,10,8,NA,10,2,2,19,3,1,2,1
220,1,29,1,5,1,NA,1,2,18,4,16,14,NA,16,2,1,NA,1,2,2,2
221,1,49,1,1,3,2,1,2,16,3,7,10,12,17,2,2,41,2,1,2,1
222,1,25,1,5,4,NA,2,1,12,1,13,12,NA,17,2,4,NA,2,2,2,2
223,2,25,2,5,3,NA,1,1,15,1,NA,14,NA,13,2,2,NA,1,NA,2,2
224,2,28,2,1,1,1,1,1,12,1,12,10,12,15,2,3,18,5,2,2,1
225,1,65,2,3,1,NA,2,1,14,1,NA,12,NA,17,3,3,28,8,NA,2,2
226,1,30,2,5,2,NA,2,1,18,4,20,16,NA,11,2,1,NA,2,2,2,2
227,1,27,1,4,1,NA,1,1,15,1,17,16,NA,13,1,1,25,1,2,2,2
228,1,29,2,5,2,NA,1,1,15,1,16,14,NA,10,2,1,NA,5,2,2,2
229,1,52,2,5,2,NA,1,1,12,1,11,16,NA,15,1,1,NA,2,1,2,2
230,1,23,2,5,2,NA,1,2,14,1,16,14,NA,17,1,4,NA,3,2,2,2
231,1,48,2,3,3,NA,1,1,16,3,8,12,NA,15,2,3,22,4,1,2,2
232,1,58,2,3,1,NA,1,1,12,1,6,12,NA,5,2,2,24,2,1,2,2
233,1,63,2,1,1,1,2,1,12,1,8,6,16,17,1,2,24,3,1,2,1
234,1,19,2,5,2,NA,1,1,14,1,16,12,NA,15,1,3,NA,8,2,2,2
235,1,27,2,1,2,2,2,1,12,1,15,10,10,15,2,2,24,2,2,2,1
236,1,32,2,1,2,1,1,1,12,1,12,11,12,15,3,5,18,4,2,2,1
237,1,32,1,1,1,1,2,1,12,1,10,12,11,15,2,3,19,2,1,2,2
238,1,78,2,2,1,NA,3,NA,7,0,NA,NA,NA,4,4,1,17,7,NA,1,NA
239,1,41,1,1,2,1,2,1,12,1,4,10,12,16,3,2,21,0,1,2,1
240,1,22,1,5,3,NA,2,1,12,1,16,12,NA,9,3,2,NA,2,2,2,2
241,2,24,2,1,1,1,1,1,14,1,NA,NA,13,8,2,1,22,0,NA,2,NA
242,2,47,2,3,1,NA,2,2,7,0,11,9,NA,8,3,1,17,11,1,1,1
243,1,27,1,1,2,1,1,1,13,0,8,10,12,14,2,4,18,3,1,2,1
244,1,53,2,1,1,1,1,1,12,1,8,10,16,17,2,2,18,7,1,2,1
245,1,49,1,1,2,1,1,1,17,3,12,10,15,16,1,2,21,2,2,2,1
246,1,35,2,1,1,1,1,1,18,3,20,20,17,17,2,4,18,NA,2,2,2
247,1,28,2,5,4,NA,2,1,14,1,8,12,NA,11,2,2,NA,5,1,2,2
248,1,22,1,1,1,2,1,2,9,0,NA,16,11,13,2,3,19,1,NA,1,2
249,1,51,2,3,1,NA,1,1,13,1,8,9,NA,14,1,1,18,3,1,2,1
250,1,88,2,2,1,NA,2,1,8,0,NA,NA,NA,4,4,1,18,5,NA,1,NA
251,1,33,2,1,2,1,1,NA,17,3,NA,12,14,17,2,5,21,3,NA,2,2
252,2,28,2,1,1,1,1,1,14,1,12,14,16,15,1,2,25,7,2,2,2
253,1,48,2,1,2,1,1,1,12,1,5,12,13,17,1,2,41,3,1,2,2
254,1,25,2,5,3,NA,1,1,16,3,12,12,NA,13,1,2,NA,3,2,2,2
255,1,26,2,5,4,NA,1,1,16,3,16,14,NA,8,2,2,NA,3,2,2,2
256,1,36,2,3,2,NA,2,1,12,1,12,12,NA,12,3,2,24,2,2,2,2
257,1,37,1,5,1,NA,1,2,20,4,16,12,NA,11,1,1,NA,2,2,2,2
258,1,50,2,1,2,2,2,2,13,1,NA,NA,18,NA,1,1,19,1,NA,2,NA
259,1,56,1,1,2,1,2,2,10,0,NA,4,13,15,2,2,25,8,NA,1,1
260,1,48,2,3,1,NA,1,1,12,1,14,10,NA,6,2,2,21,4,2,2,1
261,NA,30,1,5,2,NA,2,1,18,4,NA,6,NA,14,3,1,NA,3,NA,2,1
262,1,70,1,2,NA,NA,2,1,12,0,NA,12,NA,10,1,1,24,0,NA,2,2
263,1,72,2,5,1,NA,2,NA,12,1,11,12,NA,4,2,1,NA,9,1,2,2
264,1,58,2,2,NA,NA,2,1,13,1,14,12,NA,5,4,1,23,4,2,2,2
265,1,72,2,5,NA,NA,2,2,13,1,12,12,NA,10,3,1,NA,1,2,2,2
266,1,84,2,1,NA,1,2,1,12,1,NA,NA,9,5,3,2,23,2,NA,2,NA
267,1,55,1,1,2,2,2,1,14,1,9,9,12,17,1,5,24,2,1,2,1
268,1,49,1,1,1,1,1,2,14,2,9,NA,18,17,1,4,32,6,1,2,NA
269,1,38,2,1,NA,NA,2,NA,16,3,12,12,17,NA,2,5,19,1,2,2,2
270,1,44,1,1,1,1,1,NA,16,3,12,12,14,16,2,4,25,1,2,2,2
271,2,47,1,4,1,NA,2,2,10,0,9,10,NA,12,3,3,21,20,1,1,1
272,1,20,2,5,1,NA,1,1,12,1,NA,3,NA,9,1,3,NA,4,NA,2,1
273,1,37,2,3,1,NA,2,1,12,1,11,12,NA,1,1,4,21,3,1,2,2
274,1,18,1,5,NA,NA,1,2,11,0,8,NA,NA,NA,2,4,NA,2,1,1,NA
275,1,36,2,1,2,2,2,1,13,1,12,12,16,16,1,4,26,1,2,2,2
276,1,67,2,1,1,1,1,1,12,1,12,12,16,16,1,3,23,3,2,2,2
277,1,38,1,1,2,1,1,2,15,1,12,12,12,17,2,2,31,6,2,2,2
278,1,36,2,1,1,1,2,2,17,4,17,14,17,17,2,3,21,3,2,2,2
279,1,31,2,1,2,1,1,1,17,4,17,12,16,16,1,5,20,4,2,2,2
280,2,77,2,2,NA,NA,1,1,6,0,NA,8,NA,7,1,1,22,10,NA,1,1
281,1,77,2,2,NA,NA,2,1,12,0,NA,NA,NA,7,4,1,26,6,NA,2,NA
282,1,77,2,2,NA,NA,2,1,10,0,8,10,NA,3,2,1,27,2,1,1,1
283,1,28,2,1,NA,NA,3,1,14,2,NA,12,16,16,2,2,19,3,NA,2,2
284,1,42,1,1,1,NA,1,1,16,3,8,12,14,17,1,3,24,NA,1,2,2
285,1,33,1,5,1,NA,2,2,12,1,8,10,NA,10,2,1,NA,3,1,2,1
286,1,20,1,5,2,NA,1,NA,18,4,16,8,NA,12,2,1,NA,0,2,2,1
287,1,28,2,3,1,NA,1,NA,16,3,18,12,NA,15,2,2,22,1,2,2,2
288,2,58,2,1,1,1,1,1,12,1,NA,NA,12,15,1,5,19,2,NA,2,NA
289,2,53,1,1,2,1,2,1,12,1,NA,8,14,15,2,8,24,7,NA,2,1
290,2,27,2,5,3,NA,2,1,12,1,NA,5,NA,4,2,2,NA,6,NA,2,1
291,2,25,2,5,4,NA,1,1,9,0,NA,NA,NA,3,1,3,NA,7,NA,1,NA
292,2,26,1,1,1,1,1,1,12,1,NA,NA,14,6,2,2,26,10,NA,2,NA
293,2,23,2,3,2,NA,2,1,10,0,6,8,NA,4,1,3,18,3,1,1,1
294,2,57,2,1,1,1,1,2,8,0,8,14,8,6,2,3,19,7,1,1,2
295,2,48,2,4,4,NA,2,1,12,1,NA,5,NA,5,2,10,21,8,NA,2,1
296,1,37,2,1,1,1,1,1,13,1,12,10,15,15,2,4,21,2,2,2,1
297,1,27,1,1,1,1,2,1,17,4,16,16,16,16,1,2,22,2,2,2,2
298,1,77,1,1,1,1,2,2,16,3,NA,NA,18,17,2,2,25,4,NA,2,NA
299,1,28,2,1,2,1,2,2,12,1,11,11,12,14,2,5,21,4,1,2,1
